order_id,date,customer_id,product_category,product_price,quantity,payment_method,region,total_amount,month
1284,2023-05-17,2167,Electronics,342.25,2,Credit Card,West,684.5,2023-05
1285,2024-05-12,1110,Sports,155.08,4,Debit Card,West,620.32,2024-05
1286,2024-04-21,2013,Books,285.19,1,PayPal,East,285.19,2024-04
1287,2024-08-16,1231,Books,360.28,2,Debit Card,South,720.56,2024-08
1288,2023-08-11,2714,Clothing,366.77,3,Debit Card,South,1100.31,2023-08
1289,2024-01-07,4655,Clothing,336.6,1,Cash,East,336.6,2024-01
1290,2024-02-06,4793,Sports,436.7,2,Debit Card,South,873.4,2024-02
1291,2024-03-18,2755,Clothing,436.35,1,Credit Card,West,436.35,2024-03
1292,2024-05-04,4663,Sports,293.68,1,Debit Card,South,293.68,2024-05
1293,2024-09-06,4571,Electronics,220.63,4,Cash,East,882.52,2024-09
1294,2023-09-30,3642,Clothing,324.37,3,PayPal,East,973.11,2023-09
1295,2024-06-09,2577,Electronics,410.92,2,Debit Card,North,821.84,2024-06
1296,2023-06-08,2296,Home & Garden,12.77,3,Debit Card,North,38.31,2023-06
1297,2023-06-01,4774,Sports,496.08,4,Cash,South,1984.32,2023-06
1298,2024-09-11,3220,Home & Garden,99.62,4,Cash,South,398.48,2024-09
1299,2023-07-07,1972,Clothing,240.42,2,Cash,East,480.84,2023-07
1300,2023-04-08,2030,Electronics,437.29,2,Debit Card,North,874.58,2023-04
1301,2023-05-11,4226,Clothing,120.27,4,Credit Card,North,481.08,2023-05
1302,2023-06-20,4593,Home & Garden,243.63,2,Cash,West,487.26,2023-06
1303,2023-07-02,3593,Clothing,74.97,1,PayPal,West,74.97,2023-07
1304,2023-12-30,3595,Books,203.59,1,Debit Card,East,203.59,2023-12
1305,2023-02-08,4992,Home & Garden,96.8,4,PayPal,East,387.2,2023-02
1306,2024-06-10,1517,Clothing,188.18,3,PayPal,East,564.54,2024-06
1307,2024-05-11,4991,Electronics,193.0,2,Credit Card,East,386.0,2024-05
1308,2024-05-30,1913,Clothing,496.65,2,PayPal,North,993.3,2024-05
1309,2023-12-15,3262,Electronics,497.46,1,Cash,East,497.46,2023-12
1310,2024-02-01,3181,Books,66.25,2,Cash,East,132.5,2024-02
1311,2023-06-10,3332,Clothing,365.72,3,Debit Card,North,1097.16,2023-06
1312,2023-01-16,4197,Books,35.36,2,Credit Card,West,70.72,2023-01
1313,2024-05-07,2944,Home & Garden,24.79,2,Credit Card,East,49.58,2024-05
1314,2024-03-01,2462,Electronics,61.61,1,PayPal,West,61.61,2024-03
1315,2023-04-18,2872,Home & Garden,483.09,2,Credit Card,North,966.18,2023-04
1316,2024-03-25,3733,Electronics,471.02,4,PayPal,West,1884.08,2024-03
1317,2023-11-07,4223,Books,105.02,4,PayPal,North,420.08,2023-11
1318,2023-06-19,3378,Sports,89.22,3,Credit Card,East,267.66,2023-06
1319,2024-06-29,4609,Clothing,127.86,3,Debit Card,West,383.58,2024-06
1320,2024-02-18,4454,Books,262.62,3,PayPal,East,787.86,2024-02
1321,2023-09-08,4186,Electronics,289.16,3,Cash,South,867.48,2023-09
1322,2023-05-21,3941,Electronics,118.58,1,Cash,South,118.58,2023-05
1323,2023-10-01,4553,Electronics,380.75,2,Credit Card,West,761.5,2023-10
1324,2024-02-20,2307,Electronics,161.68,1,Credit Card,North,161.68,2024-02
1325,2024-08-30,1898,Clothing,461.84,3,PayPal,West,1385.52,2024-08
1326,2023-02-08,2098,Home & Garden,331.79,2,PayPal,North,663.58,2023-02
1327,2023-01-29,2189,Sports,223.81,4,Cash,South,895.24,2023-01
1328,2024-04-21,2212,Clothing,397.06,1,PayPal,North,397.06,2024-04
1329,2023-11-14,3125,Electronics,410.78,2,Cash,South,821.56,2023-11
1330,2023-09-02,3994,Clothing,152.34,4,PayPal,West,609.36,2023-09
1331,2023-09-29,4673,Books,176.46,4,Debit Card,East,705.84,2023-09
1332,2024-03-15,1687,Electronics,468.62,3,Debit Card,East,1405.86,2024-03
1333,2023-08-27,3068,Sports,90.72,4,Cash,East,362.88,2023-08
1334,2024-01-12,1565,Electronics,30.65,4,Debit Card,North,122.6,2024-01
1335,2023-09-23,2207,Sports,232.49,3,Debit Card,East,697.47,2023-09
1336,2023-12-25,2894,Sports,402.59,2,Credit Card,North,805.18,2023-12
1337,2023-12-06,4293,Home & Garden,388.12,2,PayPal,East,776.24,2023-12
1338,2024-01-24,1826,Home & Garden,460.57,3,Credit Card,North,1381.71,2024-01
1339,2024-07-30,2351,Clothing,271.27,1,Cash,North,271.27,2024-07
1340,2023-01-03,3226,Clothing,59.03,3,Credit Card,South,177.09,2023-01
1341,2024-03-04,2811,Sports,298.46,2,Cash,South,596.92,2024-03
1342,2023-05-22,4183,Electronics,391.41,1,Debit Card,West,391.41,2023-05
1343,2024-01-11,4807,Books,55.73,3,Credit Card,South,167.19,2024-01
1344,2023-11-20,4797,Books,94.6,2,Debit Card,North,189.2,2023-11
1345,2023-05-26,2082,Electronics,16.02,2,PayPal,South,32.04,2023-05
1346,2023-10-20,2350,Electronics,300.89,2,Debit Card,South,601.78,2023-10
1347,2024-03-07,3952,Home & Garden,444.5,4,PayPal,South,1778.0,2024-03
1348,2024-08-07,2644,Books,338.63,4,Debit Card,North,1354.52,2024-08
1349,2024-02-03,4968,Sports,491.2,1,Credit Card,North,491.2,2024-02
1350,2023-12-10,3716,Clothing,40.89,1,Credit Card,West,40.89,2023-12
1351,2023-05-20,1190,Home & Garden,452.47,1,Debit Card,South,452.47,2023-05
1352,2023-07-06,2223,Books,408.89,4,Cash,South,1635.56,2023-07
1353,2023-03-02,2335,Electronics,163.98,1,Cash,North,163.98,2023-03
1354,2024-01-15,1707,Books,487.03,2,PayPal,West,974.06,2024-01
1355,2024-03-15,4106,Sports,151.09,2,PayPal,West,302.18,2024-03
1356,2023-11-15,1378,Home & Garden,445.76,1,Debit Card,North,445.76,2023-11
1357,2023-10-29,1386,Electronics,441.57,1,Credit Card,South,441.57,2023-10
1358,2023-12-10,4829,Sports,381.25,4,PayPal,West,1525.0,2023-12
1359,2023-01-11,3284,Clothing,286.1,2,Debit Card,West,572.2,2023-01
1360,2023-03-03,1615,Home & Garden,68.8,3,PayPal,South,206.4,2023-03
1361,2023-08-14,2542,Sports,270.67,3,Credit Card,West,812.01,2023-08
1362,2023-06-02,3330,Sports,184.83,4,PayPal,South,739.32,2023-06
1363,2024-07-17,3048,Electronics,398.19,4,Debit Card,West,1592.76,2024-07
1364,2024-07-24,2754,Clothing,381.48,4,PayPal,West,1525.92,2024-07
1365,2024-08-06,1463,Sports,456.2,2,Cash,North,912.4,2024-08
1366,2024-07-28,4301,Home & Garden,17.27,1,PayPal,West,17.27,2024-07
1367,2023-11-06,1966,Sports,406.46,1,Credit Card,South,406.46,2023-11
1368,2023-08-31,1171,Books,469.85,4,Credit Card,West,1879.4,2023-08
1369,2024-05-07,4158,Home & Garden,396.76,2,Credit Card,North,793.52,2024-05
1370,2024-01-01,4624,Home & Garden,73.8,3,Credit Card,West,221.4,2024-01
1371,2023-11-26,2146,Sports,49.83,4,Debit Card,East,199.32,2023-11
1372,2023-04-17,1842,Electronics,20.21,2,PayPal,South,40.42,2023-04
1373,2023-08-14,2321,Home & Garden,318.09,4,PayPal,East,1272.36,2023-08
1374,2023-08-06,2908,Books,318.54,2,PayPal,North,637.08,2023-08
1375,2024-05-20,1689,Electronics,493.59,2,PayPal,East,987.18,2024-05
1376,2023-09-16,3622,Electronics,205.04,4,Debit Card,West,820.16,2023-09
1377,2024-05-31,2507,Electronics,172.63,1,Credit Card,South,172.63,2024-05
1378,2023-02-23,3212,Home & Garden,315.97,4,PayPal,East,1263.88,2023-02
1379,2023-02-16,3024,Electronics,414.55,1,PayPal,West,414.55,2023-02
1380,2024-06-04,2722,Sports,469.02,1,Credit Card,East,469.02,2024-06
1381,2023-04-09,1382,Electronics,403.53,3,Cash,West,1210.59,2023-04
1382,2023-01-20,3256,Books,219.07,2,Cash,West,438.14,2023-01
1383,2024-07-26,4810,Clothing,321.11,4,Credit Card,East,1284.44,2024-07
1384,2024-05-04,4503,Books,429.59,2,PayPal,North,859.18,2024-05
1385,2024-02-23,2412,Home & Garden,250.4,3,Credit Card,South,751.2,2024-02
1386,2023-03-03,2583,Electronics,116.18,1,PayPal,North,116.18,2023-03
1387,2023-05-25,3271,Electronics,93.16,4,PayPal,East,372.64,2023-05
1388,2023-08-04,3050,Sports,10.08,2,Cash,West,20.16,2023-08
1389,2023-01-03,1371,Electronics,361.94,3,Cash,East,1085.82,2023-01
1390,2023-06-09,2710,Books,64.44,1,PayPal,West,64.44,2023-06
1391,2023-04-30,2469,Home & Garden,129.48,1,PayPal,West,129.48,2023-04
1392,2023-03-30,1610,Clothing,155.96,2,PayPal,North,311.92,2023-03
1393,2023-11-25,1115,Electronics,284.59,1,Cash,North,284.59,2023-11
1394,2024-08-02,4341,Clothing,205.0,3,PayPal,East,615.0,2024-08
1395,2023-12-23,1446,Electronics,340.59,1,Credit Card,South,340.59,2023-12
1396,2024-09-01,2391,Home & Garden,37.26,4,Debit Card,North,149.04,2024-09
1397,2023-09-24,4324,Books,70.73,4,Debit Card,West,282.92,2023-09
1398,2024-09-08,2340,Home & Garden,254.61,2,PayPal,East,509.22,2024-09
1399,2023-11-19,1414,Clothing,175.11,3,Credit Card,East,525.33,2023-11
1400,2024-09-26,4166,Electronics,154.95,1,PayPal,South,154.95,2024-09
1401,2024-06-24,2808,Clothing,42.84,1,Credit Card,East,42.84,2024-06
1402,2024-10-10,3939,Books,448.9,1,Cash,North,448.9,2024-10
1403,2023-07-14,2047,Home & Garden,348.99,4,Cash,West,1395.96,2023-07
1404,2023-11-28,4699,Clothing,69.59,3,PayPal,East,208.77,2023-11
1405,2023-06-19,3710,Clothing,41.87,1,Cash,East,41.87,2023-06
1406,2024-06-04,2873,Books,487.69,2,PayPal,West,975.38,2024-06
1407,2024-04-07,2073,Electronics,343.77,3,Debit Card,East,1031.31,2024-04
1408,2023-02-09,4573,Clothing,214.55,3,Credit Card,East,643.65,2023-02
1409,2024-06-20,1717,Books,353.85,1,Credit Card,South,353.85,2024-06
1410,2023-09-18,4569,Electronics,380.6,4,Debit Card,North,1522.4,2023-09
1411,2024-01-30,2358,Electronics,392.18,3,Debit Card,East,1176.54,2024-01
1412,2023-08-14,4150,Home & Garden,244.16,2,Debit Card,North,488.32,2023-08
1413,2023-05-04,2605,Books,220.64,3,Debit Card,South,661.92,2023-05
1414,2023-02-07,4098,Electronics,15.4,4,Cash,North,61.6,2023-02
1415,2023-11-24,3318,Home & Garden,464.01,2,Credit Card,South,928.02,2023-11
1416,2023-09-08,1561,Sports,305.62,4,Credit Card,North,1222.48,2023-09
1417,2023-06-25,3851,Books,109.55,1,Debit Card,North,109.55,2023-06
1418,2024-08-24,3294,Sports,460.61,3,PayPal,East,1381.83,2024-08
1419,2024-03-29,4847,Electronics,458.32,2,PayPal,North,916.64,2024-03
1420,2023-02-06,4662,Books,494.7,4,PayPal,East,1978.8,2023-02
1421,2023-11-12,1386,Home & Garden,438.29,1,PayPal,East,438.29,2023-11
1422,2024-08-15,1701,Electronics,498.91,2,Cash,North,997.82,2024-08
1423,2023-04-24,3606,Books,129.9,3,Credit Card,East,389.7,2023-04
1424,2023-02-09,1972,Books,422.7,3,Credit Card,North,1268.1,2023-02
1425,2023-10-28,2384,Sports,413.28,4,Credit Card,West,1653.12,2023-10
1426,2023-08-12,4937,Electronics,123.16,2,PayPal,East,246.32,2023-08
1427,2023-11-14,1983,Home & Garden,58.23,1,Debit Card,West,58.23,2023-11
1428,2023-12-15,2511,Home & Garden,489.92,1,PayPal,West,489.92,2023-12
1429,2023-04-25,1351,Electronics,155.05,1,Credit Card,East,155.05,2023-04
1430,2023-11-19,2724,Electronics,436.74,4,PayPal,South,1746.96,2023-11
1431,2024-07-21,2951,Clothing,12.02,1,Debit Card,South,12.02,2024-07
1432,2023-02-09,2279,Sports,20.3,2,Debit Card,West,40.6,2023-02
1433,2023-02-09,4293,Electronics,238.28,4,PayPal,West,953.12,2023-02
1434,2023-10-16,2907,Electronics,126.97,3,Credit Card,North,380.91,2023-10
1435,2023-09-19,1752,Clothing,348.02,4,Cash,West,1392.08,2023-09
1436,2023-08-04,3828,Clothing,287.13,4,Credit Card,East,1148.52,2023-08
1437,2023-05-27,2024,Books,47.97,4,Cash,South,191.88,2023-05
1438,2023-12-02,1545,Home & Garden,89.69,2,Credit Card,South,179.38,2023-12
1439,2023-06-17,2469,Sports,200.14,3,PayPal,South,600.42,2023-06
1440,2023-04-02,1078,Books,100.95,3,Cash,East,302.85,2023-04
1441,2023-12-19,2259,Electronics,398.19,4,Credit Card,North,1592.76,2023-12
1442,2024-07-24,3381,Clothing,213.87,4,PayPal,East,855.48,2024-07
1443,2024-07-24,1888,Home & Garden,55.78,4,Credit Card,East,223.12,2024-07
1444,2023-12-29,4420,Books,247.33,2,Debit Card,South,494.66,2023-12
1445,2024-07-10,4169,Home & Garden,54.51,2,Debit Card,East,109.02,2024-07
1446,2023-12-11,2105,Clothing,73.18,1,Credit Card,West,73.18,2023-12
1447,2023-06-19,3549,Books,127.41,3,PayPal,East,382.23,2023-06
1448,2023-12-22,2990,Books,431.17,1,Credit Card,South,431.17,2023-12
1449,2023-07-10,2500,Home & Garden,463.06,1,PayPal,South,463.06,2023-07
1450,2024-02-26,4998,Clothing,414.87,4,Cash,East,1659.48,2024-02
1451,2023-01-07,4775,Electronics,173.7,2,Debit Card,West,347.4,2023-01
1452,2023-05-13,3812,Books,143.5,1,Cash,West,143.5,2023-05
1453,2024-07-10,1920,Electronics,279.09,1,PayPal,South,279.09,2024-07
1454,2023-01-31,1549,Clothing,363.71,1,Credit Card,West,363.71,2023-01
1455,2024-06-18,3061,Books,496.75,4,Debit Card,West,1987.0,2024-06
1456,2024-03-01,1391,Books,74.47,4,PayPal,North,297.88,2024-03
1457,2024-01-29,4418,Electronics,34.15,2,PayPal,North,68.3,2024-01
1458,2023-12-29,3357,Sports,350.23,1,Debit Card,West,350.23,2023-12
1459,2024-03-12,3433,Electronics,417.79,1,Credit Card,West,417.79,2024-03
1460,2024-07-04,4280,Electronics,424.71,2,Debit Card,North,849.42,2024-07
1461,2023-03-23,2380,Sports,342.45,2,Credit Card,North,684.9,2023-03
1462,2023-12-22,1973,Clothing,477.47,2,Credit Card,North,954.94,2023-12
1463,2023-09-15,4672,Clothing,260.39,3,PayPal,South,781.17,2023-09
1464,2024-08-11,4639,Books,457.77,2,Credit Card,South,915.54,2024-08
1465,2024-06-07,4165,Home & Garden,484.23,4,Credit Card,North,1936.92,2024-06
1466,2023-10-22,4164,Home & Garden,425.11,3,Debit Card,North,1275.33,2023-10
1467,2023-08-12,1339,Books,161.78,2,Debit Card,North,323.56,2023-08
1468,2024-06-08,3644,Home & Garden,106.15,4,Credit Card,South,424.6,2024-06
1469,2023-02-15,4516,Electronics,278.58,2,PayPal,South,557.16,2023-02
1470,2023-04-23,1756,Electronics,231.98,2,Debit Card,West,463.96,2023-04
1471,2023-08-21,2045,Sports,440.1,3,Cash,East,1320.3,2023-08
1472,2023-01-17,3338,Sports,59.02,4,PayPal,West,236.08,2023-01
1473,2023-12-26,4556,Books,136.29,1,Debit Card,East,136.29,2023-12
1474,2023-08-11,4855,Books,378.38,2,Debit Card,East,756.76,2023-08
1475,2024-03-23,3353,Books,56.54,3,Cash,East,169.62,2024-03
1476,2023-12-31,3681,Electronics,167.17,4,Credit Card,West,668.68,2023-12
1477,2023-11-22,4199,Home & Garden,199.71,2,Debit Card,South,399.42,2023-11
1478,2024-04-11,3672,Books,315.07,1,Cash,South,315.07,2024-04
1479,2024-02-18,1938,Books,87.48,4,Cash,South,349.92,2024-02
1480,2024-03-30,4344,Electronics,431.7,4,Debit Card,South,1726.8,2024-03
1481,2024-08-08,1847,Electronics,229.3,3,PayPal,West,687.9,2024-08
1482,2023-08-21,1441,Electronics,459.34,2,Debit Card,North,918.68,2023-08
1483,2023-08-12,3550,Home & Garden,239.26,2,Cash,East,478.52,2023-08
1484,2024-02-16,1129,Books,144.77,4,Debit Card,South,579.08,2024-02
1485,2024-07-25,4203,Clothing,79.5,2,PayPal,South,159.0,2024-07
1486,2023-12-01,1596,Clothing,11.84,4,Credit Card,West,47.36,2023-12
1487,2023-08-10,2958,Books,270.76,1,Credit Card,East,270.76,2023-08
1488,2023-02-06,2505,Books,62.51,3,Debit Card,South,187.53,2023-02
1489,2023-10-05,1861,Books,201.95,2,Debit Card,North,403.9,2023-10
1490,2023-07-15,4461,Books,298.74,2,Cash,South,597.48,2023-07
1491,2024-04-28,3640,Home & Garden,145.09,3,PayPal,East,435.27,2024-04
1492,2023-08-30,1998,Clothing,95.86,1,Cash,North,95.86,2023-08
1493,2023-11-20,3372,Sports,389.61,1,Cash,West,389.61,2023-11
1494,2023-07-11,4140,Clothing,473.93,1,Credit Card,North,473.93,2023-07
1495,2023-01-17,4731,Clothing,59.22,1,Cash,East,59.22,2023-01
1496,2024-06-07,3495,Electronics,86.24,1,Cash,East,86.24,2024-06
1497,2024-02-05,2551,Books,480.41,4,Credit Card,North,1921.64,2024-02
1498,2023-01-22,3866,Books,28.51,2,Credit Card,South,57.02,2023-01
1499,2024-04-18,2640,Books,489.04,2,PayPal,East,978.08,2024-04
1500,2023-04-30,4236,Electronics,12.28,2,PayPal,North,24.56,2023-04
1501,2023-07-29,2511,Home & Garden,438.1,4,PayPal,East,1752.4,2023-07
1502,2023-11-02,2736,Home & Garden,160.59,3,Debit Card,South,481.77,2023-11
1503,2023-09-27,3756,Sports,469.91,1,Credit Card,South,469.91,2023-09
1504,2023-10-12,2449,Home & Garden,165.3,3,Debit Card,North,495.9,2023-10
1505,2023-08-15,4768,Home & Garden,330.61,1,Debit Card,West,330.61,2023-08
1506,2024-01-16,2857,Books,49.22,1,PayPal,West,49.22,2024-01
1507,2024-04-04,1264,Clothing,128.74,3,Credit Card,South,386.22,2024-04
1508,2023-01-07,4946,Home & Garden,389.1,2,Debit Card,West,778.2,2023-01
1509,2023-01-29,3659,Home & Garden,269.06,4,Cash,South,1076.24,2023-01
1510,2023-02-02,4413,Electronics,464.7,3,Cash,West,1394.1,2023-02
1511,2024-10-07,3879,Sports,220.09,2,Credit Card,South,440.18,2024-10
1512,2023-03-20,4797,Electronics,436.21,1,Debit Card,East,436.21,2023-03
1513,2024-04-03,4349,Books,229.99,2,PayPal,North,459.98,2024-04
1514,2024-07-23,3721,Clothing,489.83,1,Debit Card,North,489.83,2024-07
1515,2024-06-21,2462,Sports,480.32,1,Cash,West,480.32,2024-06
1516,2024-04-26,1156,Electronics,171.28,2,Cash,North,342.56,2024-04
1517,2024-03-05,2445,Home & Garden,444.1,1,PayPal,West,444.1,2024-03
1518,2023-10-12,3298,Home & Garden,425.33,4,Credit Card,South,1701.32,2023-10
1519,2024-05-30,3925,Sports,113.23,2,Debit Card,East,226.46,2024-05
1520,2023-04-09,2632,Home & Garden,315.9,3,Cash,North,947.7,2023-04
1521,2024-02-01,3577,Electronics,45.61,1,Debit Card,East,45.61,2024-02
1522,2024-05-03,3374,Electronics,419.99,1,PayPal,North,419.99,2024-05
1523,2023-02-08,4008,Home & Garden,95.53,4,PayPal,South,382.12,2023-02
1524,2023-09-28,1894,Home & Garden,44.7,4,Credit Card,North,178.8,2023-09
1525,2023-06-06,3144,Books,206.11,3,PayPal,North,618.33,2023-06
1526,2023-03-16,1512,Clothing,292.69,1,Credit Card,South,292.69,2023-03
1527,2023-05-10,1215,Sports,428.91,3,Debit Card,West,1286.73,2023-05
1528,2023-03-25,4203,Electronics,487.38,3,Cash,West,1462.14,2023-03
1529,2023-01-22,4331,Sports,225.35,1,Cash,South,225.35,2023-01
1530,2024-04-03,3172,Books,39.62,3,Credit Card,West,118.86,2024-04
1531,2024-06-22,4153,Electronics,377.07,3,Cash,North,1131.21,2024-06
1532,2024-01-17,4354,Books,286.93,4,Credit Card,East,1147.72,2024-01
1533,2024-03-15,2706,Books,229.47,4,Credit Card,South,917.88,2024-03
1534,2024-08-26,3106,Home & Garden,161.54,3,Debit Card,North,484.62,2024-08
1535,2023-01-21,2567,Sports,256.18,1,Debit Card,South,256.18,2023-01
1536,2023-10-30,3208,Sports,175.95,4,PayPal,East,703.8,2023-10
1537,2023-03-25,3331,Home & Garden,380.94,3,Credit Card,North,1142.82,2023-03
1538,2024-10-20,3153,Sports,276.51,2,Debit Card,North,553.02,2024-10
1539,2024-03-28,2128,Home & Garden,439.66,2,Credit Card,East,879.32,2024-03
1540,2024-01-22,4510,Electronics,276.34,3,Credit Card,East,829.02,2024-01
1541,2024-05-21,1227,Books,126.75,2,Credit Card,West,253.5,2024-05
1542,2023-09-14,4771,Books,427.04,4,Debit Card,North,1708.16,2023-09
1543,2024-07-23,4653,Sports,283.04,1,Credit Card,East,283.04,2024-07
1544,2024-06-10,3365,Clothing,111.35,3,Credit Card,East,334.05,2024-06
1545,2023-06-11,2487,Books,315.52,4,PayPal,North,1262.08,2023-06
1546,2023-06-12,1801,Home & Garden,185.28,1,Credit Card,West,185.28,2023-06
1547,2024-06-07,2622,Clothing,423.76,2,PayPal,South,847.52,2024-06
1548,2023-09-28,2905,Clothing,232.12,2,Credit Card,West,464.24,2023-09
1549,2024-05-06,3921,Books,365.96,2,PayPal,East,731.92,2024-05
1550,2023-07-27,1471,Books,56.81,2,Debit Card,South,113.62,2023-07
1551,2024-06-22,2079,Books,204.05,4,Debit Card,South,816.2,2024-06
1552,2024-08-06,3672,Home & Garden,491.79,4,Cash,West,1967.16,2024-08
1553,2023-03-01,3060,Clothing,406.15,1,Credit Card,South,406.15,2023-03
1554,2024-03-05,4511,Sports,88.37,3,Cash,East,265.11,2024-03
1555,2024-10-18,2041,Home & Garden,146.1,1,Cash,North,146.1,2024-10
1556,2024-08-27,3741,Electronics,171.61,3,PayPal,North,514.83,2024-08
1557,2023-11-05,4020,Books,328.68,2,Debit Card,North,657.36,2023-11
1558,2024-06-03,3160,Clothing,380.93,2,Credit Card,West,761.86,2024-06
1559,2024-08-13,1228,Home & Garden,377.27,2,Credit Card,North,754.54,2024-08
1560,2023-01-27,1170,Electronics,259.84,2,PayPal,North,519.68,2023-01
1561,2024-07-15,1294,Home & Garden,407.3,4,Cash,North,1629.2,2024-07
1562,2023-07-18,1188,Home & Garden,224.17,1,PayPal,South,224.17,2023-07
1563,2024-01-22,1425,Sports,70.7,3,Cash,South,212.1,2024-01
1564,2023-12-15,1976,Sports,286.58,3,Credit Card,South,859.74,2023-12
1565,2024-06-19,2102,Home & Garden,476.63,4,PayPal,East,1906.52,2024-06
1566,2024-01-13,3705,Electronics,398.57,2,Cash,East,797.14,2024-01
1567,2024-07-11,1918,Clothing,293.56,1,PayPal,East,293.56,2024-07
1568,2024-06-10,4253,Clothing,326.93,2,Debit Card,North,653.86,2024-06
1569,2023-06-02,1498,Books,465.98,4,PayPal,South,1863.92,2023-06
1570,2023-07-25,2821,Books,219.89,3,Credit Card,East,659.67,2023-07
1571,2024-03-30,3809,Clothing,172.38,4,PayPal,West,689.52,2024-03
1572,2023-09-30,1865,Home & Garden,488.85,3,Credit Card,South,1466.55,2023-09
1573,2023-08-24,1825,Home & Garden,433.09,1,Credit Card,North,433.09,2023-08
1574,2024-06-04,4779,Sports,168.29,3,PayPal,South,504.87,2024-06
1575,2024-05-15,2858,Sports,237.25,1,PayPal,North,237.25,2024-05
1576,2023-04-27,3118,Books,213.39,2,PayPal,East,426.78,2023-04
1577,2024-01-21,3295,Clothing,83.06,2,Debit Card,North,166.12,2024-01
1578,2023-12-10,1145,Home & Garden,479.33,4,Debit Card,North,1917.32,2023-12
1579,2024-08-06,2641,Clothing,208.11,1,Cash,West,208.11,2024-08
1580,2024-01-30,4846,Electronics,438.91,2,PayPal,South,877.82,2024-01
1581,2023-03-05,2319,Clothing,102.78,1,Cash,North,102.78,2023-03
1582,2023-03-13,3629,Electronics,278.46,2,Cash,West,556.92,2023-03
1583,2023-10-01,1469,Sports,21.74,2,Credit Card,West,43.48,2023-10
1584,2023-11-16,4577,Sports,384.47,3,Cash,West,1153.41,2023-11
1585,2023-12-04,1192,Books,294.65,4,PayPal,East,1178.6,2023-12
1586,2024-01-01,2091,Clothing,316.54,3,Debit Card,East,949.62,2024-01
1587,2024-05-09,3541,Clothing,35.34,1,Cash,North,35.34,2024-05
1588,2024-08-29,4888,Electronics,113.41,2,Cash,South,226.82,2024-08
1589,2023-06-15,1051,Sports,46.42,4,Debit Card,East,185.68,2023-06
1590,2024-06-27,3929,Electronics,151.57,2,Cash,East,303.14,2024-06
1591,2023-01-11,3410,Sports,317.45,2,PayPal,North,634.9,2023-01
1592,2023-10-28,2820,Electronics,287.43,3,Cash,North,862.29,2023-10
1593,2023-04-12,3964,Sports,309.95,1,Credit Card,East,309.95,2023-04
1594,2024-02-29,3521,Electronics,279.13,4,Cash,North,1116.52,2024-02
1595,2024-01-27,2869,Sports,143.78,4,Credit Card,West,575.12,2024-01
1596,2023-08-02,3568,Electronics,129.81,4,Debit Card,North,519.24,2023-08
1597,2023-03-29,2786,Clothing,77.16,1,Debit Card,West,77.16,2023-03
1598,2024-07-06,2454,Books,426.04,4,Cash,East,1704.16,2024-07
1599,2024-02-05,2867,Electronics,312.07,1,Cash,South,312.07,2024-02
1600,2024-08-10,4369,Books,101.39,4,Debit Card,West,405.56,2024-08
1601,2023-02-15,4506,Clothing,96.83,2,Credit Card,South,193.66,2023-02
1602,2024-04-07,4767,Clothing,437.79,1,Debit Card,East,437.79,2024-04
1603,2024-08-14,3738,Sports,373.94,3,Debit Card,North,1121.82,2024-08
1604,2023-11-06,4269,Books,333.11,4,Credit Card,West,1332.44,2023-11
1605,2023-03-27,4199,Home & Garden,209.36,3,Debit Card,West,628.08,2023-03
1606,2023-04-02,3579,Sports,138.37,1,Cash,East,138.37,2023-04
1607,2023-08-30,3007,Books,489.93,2,Cash,East,979.86,2023-08
1608,2023-01-02,2434,Electronics,400.65,3,Debit Card,North,1201.95,2023-01
1609,2023-08-13,1839,Electronics,157.87,3,Cash,South,473.61,2023-08
1610,2024-08-11,4136,Clothing,425.31,2,PayPal,West,850.62,2024-08
1611,2023-04-26,4765,Home & Garden,381.88,2,Debit Card,South,763.76,2023-04
1612,2023-04-13,1240,Electronics,155.57,1,PayPal,West,155.57,2023-04
1613,2023-07-13,4440,Books,219.01,4,Debit Card,West,876.04,2023-07
1614,2023-06-15,1535,Books,101.12,3,Debit Card,North,303.36,2023-06
1615,2023-03-31,2407,Electronics,64.42,3,PayPal,West,193.26,2023-03
1616,2023-05-02,4502,Books,364.15,1,Debit Card,West,364.15,2023-05
1617,2023-05-23,1082,Books,141.08,4,Cash,East,564.32,2023-05
1618,2023-04-16,1981,Clothing,411.83,1,PayPal,North,411.83,2023-04
1619,2024-03-03,4902,Home & Garden,497.85,3,Debit Card,East,1493.55,2024-03
1620,2023-11-01,4768,Clothing,47.54,3,Cash,West,142.62,2023-11
1621,2023-11-13,1950,Home & Garden,241.79,2,PayPal,North,483.58,2023-11
1622,2024-09-26,4899,Books,403.01,2,PayPal,West,806.02,2024-09
1623,2023-01-09,1610,Home & Garden,396.59,4,Cash,North,1586.36,2023-01
1624,2023-03-14,1573,Books,382.4,3,Debit Card,South,1147.2,2023-03
1625,2023-12-25,3333,Books,181.01,3,Debit Card,South,543.03,2023-12
1626,2023-08-11,1988,Clothing,232.39,2,PayPal,North,464.78,2023-08
1627,2024-02-20,4605,Clothing,301.53,1,Credit Card,West,301.53,2024-02
1628,2024-07-06,1458,Sports,487.23,1,Debit Card,North,487.23,2024-07
1629,2024-01-05,4283,Electronics,170.5,3,Debit Card,West,511.5,2024-01
